SMILES,R(x),is_valid,alcoholic,aldehydic,alliaceous,almond,amber,animal,anisic,apple,apricot,aromatic,balsamic,banana,beefy,bergamot,berry,bitter,black currant,brandy,burnt,buttery,cabbage,camphoreous,caramellic,cedar,celery,chamomile,cheesy,cherry,chocolate,cinnamon,citrus,clean,clove,cocoa,coconut,coffee,cognac,cooked,cooling,cortex,coumarinic,creamy,cucumber,dairy,dry,earthy,ethereal,fatty,fermented,fishy,floral,fresh,fruit skin,fruity,garlic,gassy,geranium,grape,grapefruit,grassy,green,hawthorn,hay,hazelnut,herbal,honey,hyacinth,jasmin,juicy,ketonic,lactonic,lavender,leafy,leathery,lemon,lily,malty,meaty,medicinal,melon,metallic,milky,mint,muguet,mushroom,musk,musty,natural,nutty,odorless,oily,onion,orange,orangeflower,orris,ozone,peach,pear,phenolic,pine,pineapple,plum,popcorn,potato,powdery,pungent,radish,raspberry,ripe,roasted,rose,rummy,sandalwood,savory,sharp,smoky,soapy,solvent,sour,spicy,strawberry,sulfurous,sweaty,sweet,tea,terpenic,tobacco,tomato,tropical,vanilla,vegetable,vetiver,violet,warm,waxy,weedy,winey,woody
C=C(CC(C)C)C(=O)C=S,0.71,True,0.081800856,0.13178113,0.1900255,0.17724824,0.06790092,0.15966102,0.11670278,0.10315023,0.10325492,0.11125262,0.1289088,0.10285123,0.14450619,0.0627912,0.2069912,0.16598254,0.16702197,0.1186296,0.4033313,0.32050934,0.20228675,0.11965354,0.514022,0.06538469,0.15795049,0.10541764,0.43280104,0.107660875,0.20218366,0.14063346,0.19497909,0.115599945,0.1272846,0.18082704,0.17098708,0.282532,0.061687276,0.23780344,0.1612191,0.10398599,0.18815278,0.33308166,0.054222614,0.36905512,0.1833674,0.31872004,0.19276029,0.3490031,0.17037864,0.15359767,0.23477249,0.21009031,0.13581854,0.5201852,0.13795985,0.1583513,0.07529132,0.20485821,0.17345533,0.17466612,0.3600072,0.094948165,0.13258307,0.1808859,0.33339068,0.14151351,0.04867722,0.13689508,0.10165949,0.2217875,0.1568998,0.068775624,0.09885193,0.106109515,0.061444525,0.073742084,0.117429115,0.3346138,0.1295536,0.09965688,0.21073145,0.30090585,0.21970159,0.052083984,0.1632661,0.11416287,0.28139254,0.12332774,0.379156,0.24230514,0.19451655,0.19340317,0.09593531,0.098899126,0.08587694,0.09260803,0.16041932,0.077587195,0.16364335,0.0527249,0.22642985,0.13484968,0.20807967,0.22129391,0.13003927,0.2770152,0.21962517,0.11453738,0.14339852,0.41044533,0.09345798,0.15818907,0.043648694,0.26902163,0.25131187,0.13802245,0.102530286,0.16283566,0.31503078,0.2985589,0.1966849,0.31869498,0.20483609,0.42564097,0.13557099,0.07173357,0.15378521,0.1519954,0.3283169,0.13911776,0.31475225,0.08198383,0.079107575,0.10734912,0.120621584,0.10468411,0.17809594,0.24150154
CCCC=COC(=O)CC(C)CC,0.6,True,0.1823363,0.093687534,0.09404038,0.111145124,0.070580974,0.15162669,0.13594608,0.51004106,0.30513948,0.12178458,0.123849116,0.4527545,0.07482642,0.079193756,0.2891123,0.07501314,0.12890616,0.22577219,0.14197809,0.31937718,0.10907588,0.08893903,0.30256853,0.062736206,0.10255104,0.2155159,0.34832194,0.20373431,0.17094654,0.10558285,0.18156955,0.093461655,0.060074735,0.21381794,0.1485531,0.1131366,0.30280763,0.118877865,0.10372872,0.18550281,0.11352447,0.25432494,0.072581366,0.2432551,0.15004352,0.299923,0.41537023,0.35275102,0.32227108,0.0936044,0.27300873,0.31780782,0.20493849,0.8464442,0.039173096,0.11261696,0.08591559,0.26557496,0.06474226,0.18382612,0.5686587,0.061472844,0.0960264,0.07381488,0.3472048,0.15020467,0.086754456,0.19477695,0.2563579,0.18025789,0.15003408,0.082243025,0.15829763,0.06574836,0.05028179,0.056556948,0.10900879,0.14235245,0.0878388,0.23809877,0.2311943,0.18382323,0.113516696,0.04537388,0.19402398,0.09293772,0.2610944,0.12735038,0.26971003,0.061427843,0.36903292,0.06832559,0.14373788,0.05886465,0.08954973,0.068571076,0.22820044,0.3376957,0.0976223,0.050017808,0.5236434,0.23446739,0.043578148,0.07556108,0.08662343,0.3186332,0.10239653,0.13536626,0.38521442,0.100009374,0.1496299,0.32785162,0.041389175,0.08940049,0.255883,0.049412813,0.102707066,0.22706315,0.26817104,0.21777764,0.22873916,0.14147462,0.20806156,0.61196625,0.08455544,0.037453067,0.096946545,0.14995572,0.51571137,0.09158331,0.27563673,0.055976834,0.10306465,0.1485088,0.35052526,0.13903932,0.4592604,0.21526805
CCCCC(C=C(O)S)CSO,,False,0.04836261,0.03850412,0.50713885,0.078876644,0.033561803,0.119049706,0.07311499,0.03245129,0.055370994,0.072924964,0.051112987,0.017754693,0.3195742,0.020299194,0.10049715,0.13428123,0.16521494,0.032911703,0.37952495,0.066592455,0.32838783,0.061046068,0.09207981,0.036120057,0.08571819,0.031227374,0.33222514,0.034385182,0.1347462,0.030267503,0.112864286,0.097584985,0.034375913,0.15310918,0.06651579,0.40462002,0.02592279,0.42196208,0.09956185,0.065076135,0.041520104,0.13090506,0.025661012,0.13525458,0.08121454,0.24144442,0.06176442,0.21807382,0.08948867,0.2652959,0.0975201,0.19615735,0.08324751,0.23114645,0.6146764,0.16848113,0.043100435,0.10024523,0.17300619,0.09769039,0.2671651,0.05100702,0.036171965,0.14718734,0.13699031,0.05997931,0.03947393,0.03832924,0.06203433,0.06826541,0.03505811,0.0341651,0.06644453,0.07025931,0.031541128,0.024430072,0.0427853,0.69786257,0.08482877,0.03430749,0.22177215,0.14242591,0.12766339,0.017325852,0.21868086,0.038775828,0.19879428,0.05688796,0.31135005,0.14290924,0.11798793,0.57087195,0.05045668,0.045137145,0.040294662,0.046443604,0.07046584,0.038145695,0.1019046,0.029718295,0.123196304,0.047442872,0.19375776,0.27840918,0.03756488,0.4442647,0.29698262,0.026244484,0.20320733,0.6205826,0.07482416,0.041920036,0.024804613,0.5566179,0.1144495,0.2274672,0.041545413,0.11893102,0.077000916,0.15820518,0.08235587,0.7811953,0.08016025,0.34043622,0.051608402,0.06128875,0.062325533,0.25156626,0.19389834,0.045878775,0.4123462,0.05952482,0.030711425,0.03877024,0.06924934,0.03972164,0.05544239,0.124436446
CCC1=CC2=CCC(=CC3=C1C=C3)C2,,False,0.03483817,0.20295133,0.0763337,0.076465435,0.48498085,0.56015086,0.16005008,0.122174375,0.108828984,0.18948269,0.25929946,0.08966452,0.09956162,0.11016001,0.23388512,0.091203995,0.11140193,0.115199886,0.08800031,0.114090316,0.09696156,0.29436725,0.14310439,0.22828221,0.21298276,0.04737535,0.1323634,0.068099834,0.074433826,0.108625256,0.18470918,0.33723202,0.09633394,0.062395822,0.25049558,0.07387679,0.0452003,0.08063651,0.16722718,0.1352319,0.2565602,0.17286107,0.06162128,0.13849854,0.31711903,0.3087274,0.08699551,0.22397281,0.09237441,0.16740726,0.42530298,0.26538095,0.08674391,0.5326863,0.08165442,0.10803881,0.14049484,0.060292725,0.14640689,0.08887739,0.25733155,0.058664646,0.15436946,0.07612312,0.33540303,0.1620261,0.10562152,0.1869211,0.04153023,0.20180032,0.21514516,0.12756422,0.1182522,0.16107798,0.11069554,0.08162068,0.041256793,0.10057914,0.17523074,0.10020274,0.16325822,0.11310095,0.26149946,0.08560675,0.11880975,0.59947765,0.22223371,0.36398143,0.2731157,0.06770077,0.2899102,0.064198956,0.09447941,0.13872194,0.23001136,0.11061751,0.16912328,0.08126287,0.12799229,0.18963297,0.0802232,0.13246031,0.1335751,0.075685225,0.4098322,0.07399513,0.14685832,0.17327124,0.10255189,0.16064572,0.15217221,0.058691185,0.20675558,0.11429498,0.1482064,0.06878556,0.21915706,0.20502032,0.14713311,0.2978887,0.080940254,0.100575864,0.07223439,0.4051124,0.16418134,0.15546215,0.38605666,0.08208738,0.15216348,0.07703406,0.105647124,0.22243898,0.20640382,0.23862603,0.24527554,0.15011099,0.0729923,0.4990903
CCC[SH](CSC)C(C)CC,0.52,True,0.08968136,0.060417596,0.49528497,0.10138679,0.050470874,0.1423789,0.08931312,0.056279432,0.08458861,0.09389385,0.062185634,0.031517997,0.32897446,0.034062404,0.13398509,0.13400695,0.2307677,0.048462547,0.40184546,0.08686664,0.30448347,0.095992714,0.097680554,0.053591236,0.12555216,0.046756223,0.30602157,0.04695464,0.17387232,0.044409066,0.17691931,0.13778771,0.04257586,0.20729381,0.087370135,0.35477823,0.04568168,0.41358513,0.1288272,0.102636866,0.051056463,0.17051212,0.047848385,0.16002844,0.11408993,0.29725564,0.121496424,0.24559501,0.12147966,0.31380996,0.16483401,0.2581883,0.11073922,0.28729284,0.56026816,0.20981152,0.076339066,0.13098885,0.2612893,0.13523133,0.3983332,0.07090602,0.05230999,0.17281386,0.2049731,0.089760385,0.065922394,0.056001104,0.10132519,0.08328775,0.06436476,0.05723595,0.109512486,0.10310613,0.055123,0.046637487,0.08399523,0.66545707,0.09998761,0.067150265,0.2466975,0.14143813,0.15658197,0.03604262,0.24238679,0.05294572,0.24256714,0.084823854,0.32518426,0.124677345,0.15627046,0.56814206,0.0845861,0.06581177,0.05781687,0.06950587,0.09096648,0.05554477,0.12904629,0.05079887,0.15547295,0.059417896,0.18509871,0.31238157,0.04778821,0.4331567,0.26368207,0.043028213,0.24394633,0.5775694,0.1215826,0.05773618,0.04208208,0.52359235,0.14022775,0.24556631,0.0650785,0.14729512,0.09663588,0.20159659,0.09149285,0.7806662,0.108690254,0.36226687,0.071163036,0.09380362,0.078452565,0.24745892,0.28957477,0.054165997,0.51263696,0.08140752,0.05616161,0.04794585,0.0972508,0.063324496,0.07407595,0.16087739
CCC(C)C(C(C)CC)C(C)OC(C)O,0.69,True,0.48085767,0.12639947,0.11472417,0.16046579,0.11271806,0.1676438,0.116402335,0.16495447,0.109675206,0.17877015,0.13443248,0.08701764,0.10873683,0.10146881,0.15297765,0.17668042,0.15986516,0.11828835,0.16429292,0.1751599,0.09349748,0.18833695,0.12431516,0.0694367,0.12833712,0.06464758,0.20112854,0.09343643,0.19997612,0.08065369,0.21954083,0.13284239,0.075943016,0.36175278,0.101453245,0.13444886,0.25061768,0.14626248,0.19680746,0.16263993,0.055914797,0.20505989,0.045263913,0.20419607,0.15104409,0.29845208,0.41940138,0.20717888,0.4585165,0.16711189,0.37125257,0.31339267,0.13545129,0.43408233,0.077679865,0.11133387,0.11659665,0.21288446,0.21319428,0.12990285,0.47389817,0.09540184,0.102576405,0.12865703,0.33031628,0.101656705,0.10858523,0.13740242,0.103875145,0.08641947,0.11179696,0.07854486,0.18013649,0.11489741,0.1258374,0.2267741,0.28319862,0.24106824,0.09649425,0.122665346,0.18211272,0.14464793,0.2796325,0.15370424,0.15637316,0.095835984,0.31964085,0.16401519,0.22354633,0.21367711,0.3003804,0.11106212,0.14266446,0.10411986,0.117347665,0.100857735,0.14993106,0.072672926,0.18710259,0.09534169,0.1300028,0.09002418,0.09381524,0.13205536,0.1152751,0.28257716,0.10253206,0.10137199,0.14528702,0.25148392,0.2060067,0.12686706,0.09967949,0.17117234,0.19477129,0.12721372,0.10329164,0.22141321,0.15537502,0.25682944,0.119032,0.18742564,0.12490655,0.43535572,0.09458917,0.06363575,0.13175952,0.106912896,0.22772813,0.14568008,0.2568889,0.08961271,0.082178496,0.13747077,0.1255265,0.12571077,0.21868405,0.2653898
CN=C1C=C([SH]=O)CCC1,,False,0.0591569,0.09571857,0.27881908,0.18648925,0.044599667,0.16698034,0.08849812,0.04086271,0.044280518,0.112847045,0.08653191,0.026673185,0.26849136,0.038983714,0.10640447,0.17078565,0.11966059,0.045346532,0.43271172,0.17137924,0.19593927,0.1047829,0.2854304,0.041422486,0.105188385,0.04975994,0.23208591,0.10404654,0.21962614,0.077119105,0.120692104,0.08538968,0.07606802,0.25370872,0.091017894,0.37670285,0.024301251,0.26204246,0.15805598,0.070030436,0.15536669,0.14828564,0.03536797,0.17256166,0.11903984,0.26443154,0.07706725,0.17880473,0.0987066,0.25591266,0.12265783,0.13731161,0.09984932,0.22417872,0.26376647,0.1290637,0.06137111,0.0882983,0.09655428,0.1651137,0.20404631,0.08224261,0.08607971,0.26006112,0.2141319,0.105898045,0.034604207,0.04525191,0.03792366,0.13519725,0.04613675,0.03702162,0.07020464,0.08617385,0.039390128,0.04329608,0.07553936,0.475676,0.09798903,0.040024057,0.16552287,0.15558645,0.17402026,0.028521206,0.14163561,0.047556072,0.257378,0.10342624,0.6118335,0.3395463,0.10065023,0.25858364,0.044573102,0.088345766,0.05248532,0.06789205,0.0733241,0.0338185,0.12416115,0.043029774,0.092457205,0.058146346,0.48215693,0.30085182,0.09447336,0.28622535,0.26764637,0.04981969,0.09261308,0.6156951,0.06283536,0.060908776,0.03580412,0.31575853,0.14386067,0.22439085,0.059468266,0.15697573,0.12553886,0.22113888,0.09249267,0.35391033,0.069118515,0.283009,0.13466077,0.07413962,0.17475992,0.23799959,0.130684,0.09500436,0.28581083,0.06327167,0.033586435,0.075336784,0.05101388,0.058311686,0.06391651,0.26259646
CCC(C)CCC(C)OC,0.63,True,0.6108458,0.16866507,0.09091285,0.1809901,0.11085017,0.14544448,0.15091838,0.31173256,0.1224306,0.16987209,0.12590644,0.17310688,0.10273702,0.08463217,0.18189064,0.1296886,0.122423746,0.17063497,0.14276864,0.18871868,0.07883395,0.14963791,0.11470772,0.06794057,0.12667997,0.08316127,0.19047515,0.12164515,0.21839204,0.08999903,0.24593103,0.12759057,0.07291805,0.4533495,0.0946016,0.09864361,0.4581868,0.11251185,0.13409038,0.22312316,0.05565859,0.17248401,0.07383314,0.19008106,0.14364786,0.35385677,0.6040354,0.25813773,0.56897074,0.1627841,0.3745347,0.36657116,0.12139638,0.49753162,0.045862235,0.11968379,0.1414132,0.20772682,0.14322887,0.16461237,0.6829144,0.08224005,0.11074612,0.1126452,0.4085986,0.09809226,0.16883807,0.12297251,0.122048624,0.10044112,0.109364785,0.07936551,0.2651443,0.09833946,0.12563877,0.21360938,0.35400447,0.14689459,0.08216434,0.16073279,0.17462032,0.11978111,0.20193413,0.1468067,0.19889583,0.0829708,0.37474707,0.17434119,0.28136793,0.10894174,0.4112128,0.077984706,0.16277415,0.104382865,0.105225824,0.105558604,0.14195928,0.12875485,0.14599957,0.08153447,0.16938138,0.10296352,0.08670357,0.10695157,0.10479535,0.34597397,0.089520745,0.09245564,0.18330689,0.16752999,0.20850019,0.17289262,0.09265827,0.11059246,0.24415924,0.08488869,0.09981814,0.27815416,0.17776337,0.27022716,0.111131154,0.098187804,0.14503327,0.47197127,0.08465069,0.058831014,0.1176427,0.10844009,0.2138169,0.1368212,0.3231508,0.07194898,0.10857166,0.15202834,0.1771927,0.14886224,0.31493372,0.26616022
CCC=CCC(=S)CC,0.55,True,0.11063951,0.14715219,0.45928857,0.10653783,0.04857713,0.1494041,0.10703288,0.098934025,0.097819716,0.09922565,0.06518703,0.05474922,0.2570293,0.067539245,0.16092153,0.15931897,0.31503418,0.07247741,0.3514345,0.13469945,0.3594412,0.0992824,0.11241586,0.08049929,0.15288652,0.07473604,0.4760841,0.08529293,0.17739932,0.086847246,0.2884307,0.13505754,0.07799226,0.19656682,0.102031186,0.3024159,0.07148081,0.40582705,0.13963307,0.13288808,0.06874584,0.22685878,0.10025763,0.26852673,0.1266067,0.3292807,0.13732852,0.34549934,0.17939083,0.33667362,0.20716602,0.33044165,0.16964373,0.4222002,0.5250105,0.27879986,0.11709245,0.16764504,0.3886288,0.19835953,0.46351022,0.08203886,0.0633473,0.16553147,0.29447728,0.11425326,0.0741476,0.09445243,0.13439578,0.16369261,0.08836989,0.088925235,0.17522433,0.08721008,0.080097914,0.06276514,0.11114717,0.5603721,0.10557126,0.12438822,0.37083995,0.19578566,0.19607776,0.058347482,0.29685575,0.08721109,0.2265694,0.11577809,0.31525064,0.14853503,0.20134868,0.57278556,0.12267413,0.06490087,0.09037601,0.114952624,0.12330155,0.110761605,0.11994558,0.073445484,0.18077406,0.091971,0.18849808,0.34308243,0.05767568,0.50587803,0.36725762,0.06484658,0.25298193,0.47718573,0.10991198,0.0997587,0.05567676,0.4542515,0.23773597,0.17094328,0.10173873,0.15618546,0.17849515,0.30419832,0.12525642,0.66647935,0.18465604,0.371788,0.10950776,0.09807099,0.09522581,0.28653643,0.37405124,0.07090718,0.51519024,0.098551415,0.0954163,0.078229584,0.13528651,0.108938016,0.10583151,0.1676552
CC1CCC(=O)C(CO)[SH](C)C1,,False,0.045434404,0.055551816,0.24414857,0.155035,0.05402469,0.1992167,0.09596646,0.031442806,0.05149768,0.10870414,0.106952116,0.029832622,0.28680614,0.03605401,0.10548387,0.13592665,0.12370783,0.038059395,0.45663112,0.1794545,0.14401738,0.102987155,0.40170908,0.0372993,0.1310723,0.043640576,0.18821709,0.068864316,0.18935092,0.06476487,0.110342205,0.08300849,0.08570637,0.2097917,0.15687653,0.4117492,0.023941634,0.2509983,0.16568537,0.06709839,0.16310188,0.19226512,0.025428526,0.17301968,0.14529075,0.21894199,0.08116223,0.1802375,0.08946424,0.23896936,0.12589234,0.11886452,0.09062672,0.22545779,0.28207493,0.09334648,0.047901347,0.09419651,0.08788299,0.10770524,0.18086874,0.08851813,0.08818851,0.2172711,0.17054525,0.07612124,0.036684815,0.062014375,0.040716115,0.13347742,0.09245396,0.035903268,0.056631774,0.11224814,0.045546085,0.037910596,0.07990966,0.58581835,0.11766625,0.039297737,0.13043572,0.18076341,0.21189591,0.028208438,0.12843636,0.08864554,0.26449132,0.11106854,0.49691948,0.2556523,0.101238444,0.23276669,0.036411606,0.082044244,0.04854637,0.05062368,0.093299195,0.024624938,0.17511295,0.041675035,0.10843193,0.055160172,0.36551857,0.23641272,0.11743822,0.17050375,0.17262205,0.047009077,0.08818234,0.6590453,0.09043945,0.049786292,0.031724505,0.41260764,0.11263256,0.3227579,0.063964434,0.1918788,0.09322431,0.21800148,0.12230394,0.48045242,0.06373087,0.38179934,0.1124814,0.06792439,0.17165132,0.17156366,0.15774646,0.12656285,0.29155582,0.065684155,0.028932635,0.07407989,0.061624173,0.051362835,0.06838963,0.25224322
CCCC(C(=O)[O-])C(C)C,0.68,True,0.23607644,0.10175479,0.116442256,0.1317887,0.07973763,0.14941126,0.13082366,0.27249527,0.17773393,0.14219913,0.13184054,0.24443294,0.098612934,0.06984779,0.31217355,0.12352169,0.17315622,0.17696746,0.21727647,0.40532055,0.12339623,0.1184497,0.37736234,0.062660016,0.12817916,0.14024574,0.48729646,0.14045446,0.21653144,0.09518934,0.15700251,0.09675195,0.09089914,0.21541555,0.17551054,0.16645376,0.20724148,0.15791908,0.1414415,0.14773789,0.11425573,0.32543892,0.03755573,0.33061168,0.16978836,0.31155497,0.42320493,0.3727803,0.33749318,0.118766375,0.23612386,0.27832186,0.15305898,0.7334566,0.06804961,0.124933384,0.06357782,0.3174667,0.13501336,0.13926592,0.33204818,0.09336143,0.10882042,0.09930461,0.3580387,0.12691982,0.062329922,0.15998265,0.16114298,0.20682678,0.19099063,0.06938942,0.0950645,0.10228465,0.052974813,0.075111784,0.15515998,0.22969021,0.10671443,0.120903835,0.17288938,0.27462217,0.1817564,0.04913608,0.14728323,0.11123117,0.31155974,0.12362143,0.2743963,0.12724513,0.3343897,0.10457161,0.09877522,0.06604546,0.115011,0.077800624,0.22366054,0.13810608,0.14278173,0.057531636,0.306344,0.17583983,0.073173955,0.12500387,0.12560914,0.3312269,0.13662688,0.14855243,0.2682447,0.2153615,0.11946437,0.2652742,0.04909123,0.1596277,0.24068086,0.087840974,0.093805484,0.28278524,0.2893252,0.21866754,0.21650575,0.23562568,0.2483832,0.5876467,0.086166516,0.039241787,0.1253021,0.12024753,0.33966768,0.15950944,0.2403096,0.061135754,0.08227351,0.16598788,0.19896457,0.11591224,0.3598525,0.2452144
C=CC1=C2CCC2=CCC=C1,,False,0.063293576,0.3643671,0.12400763,0.13600178,0.39272356,0.39327955,0.2279793,0.19385906,0.15578568,0.22336157,0.26008412,0.13251999,0.12717763,0.19533613,0.31111312,0.14611818,0.1676358,0.13914354,0.13010006,0.1620804,0.12863384,0.31192333,0.18217179,0.23651825,0.2754212,0.11680223,0.1719709,0.11890768,0.14423026,0.19157119,0.32468966,0.34078416,0.14532281,0.10128462,0.2577957,0.09283507,0.05907975,0.12329393,0.23963211,0.21664464,0.24638839,0.25763896,0.11467044,0.19847097,0.32764828,0.28052765,0.1251999,0.24278814,0.11767616,0.23346432,0.47599745,0.38585585,0.16467059,0.5846463,0.10841554,0.15974978,0.19753058,0.11729034,0.22647972,0.16233043,0.41389677,0.096606,0.19871123,0.10519247,0.42486665,0.2193257,0.165121,0.28566727,0.10983573,0.2728021,0.26529402,0.19043104,0.2126663,0.15687647,0.1727733,0.15580781,0.07932277,0.13859308,0.20371743,0.20097075,0.21899228,0.17191754,0.36597264,0.14647068,0.16101262,0.45387232,0.25126672,0.39325836,0.29558626,0.0940469,0.2891282,0.10904314,0.18160257,0.2041659,0.25841722,0.19881426,0.24708846,0.14952788,0.1923123,0.22902755,0.14853899,0.1881334,0.1641707,0.11725308,0.3605429,0.13851106,0.18663141,0.2077606,0.12872568,0.16893029,0.19863692,0.09873374,0.20590526,0.16719812,0.18730195,0.102461874,0.2643316,0.22761878,0.20715655,0.40311337,0.14593326,0.1120803,0.11746892,0.41821074,0.22783798,0.25949568,0.3962198,0.14419392,0.25337058,0.12810408,0.18534395,0.23907958,0.2554815,0.28821617,0.2745639,0.23731472,0.10536187,0.46057802
CCCC(C)C(CC)CC=O,0.64,True,0.33324206,0.3241355,0.09395187,0.16222286,0.10540614,0.15489726,0.15056561,0.28226846,0.13009794,0.12338479,0.14185771,0.17588812,0.10490531,0.09745975,0.20900361,0.13845196,0.1481558,0.14876926,0.13401411,0.19562642,0.10840895,0.12468786,0.13456808,0.07405348,0.16610636,0.09282395,0.34385073,0.13202034,0.19713393,0.12685953,0.33597064,0.13492385,0.086249456,0.29926497,0.13084123,0.09579037,0.27433032,0.13533482,0.1277284,0.2719609,0.08618048,0.19904955,0.17527805,0.2546977,0.16566174,0.3891537,0.32466513,0.37299716,0.35447463,0.2324232,0.3978019,0.44040596,0.14862692,0.5455936,0.07274765,0.15066442,0.18526986,0.22900422,0.18372227,0.25519,0.69528145,0.076967955,0.11766265,0.12275056,0.5132823,0.12791722,0.15620956,0.19005965,0.16362062,0.16818593,0.15151352,0.10992239,0.3174294,0.11122895,0.1856048,0.20414355,0.22473423,0.18552838,0.09523327,0.26480123,0.27506414,0.1638268,0.19310065,0.1704519,0.28809014,0.0833728,0.33948895,0.19614685,0.28198788,0.081003085,0.4347103,0.10471182,0.19773374,0.123465985,0.12376625,0.16549994,0.17855212,0.1902304,0.14136417,0.07758788,0.15754738,0.13934727,0.10915805,0.11785605,0.10244274,0.33348477,0.12376511,0.09679243,0.19028135,0.18999451,0.1725376,0.14706095,0.08287616,0.11868525,0.23540562,0.08771603,0.14003997,0.18872847,0.19944672,0.33818945,0.12001507,0.10469186,0.17025055,0.4535529,0.10473793,0.08922371,0.12664185,0.15399511,0.30138978,0.11078617,0.3787409,0.08890011,0.17895356,0.18242307,0.27729288,0.17102209,0.20781504,0.27062258
CCCOC(C)(CC)C(=O)O,0.7,True,0.12629187,0.061951708,0.110454544,0.09927269,0.06273014,0.13226432,0.08523854,0.12548251,0.11938451,0.12557523,0.123671554,0.104846634,0.08251289,0.048371352,0.22249734,0.107681416,0.14720117,0.13436213,0.21353191,0.40675175,0.10878821,0.09681807,0.44450775,0.041662324,0.118767135,0.088022456,0.3167174,0.094594136,0.17320824,0.06710078,0.13236205,0.10811164,0.0814388,0.15726586,0.1538309,0.17142054,0.10629599,0.15538657,0.12388324,0.08449985,0.12207305,0.35869166,0.023250315,0.3128855,0.16001032,0.22312184,0.27490732,0.3394928,0.20734352,0.08601651,0.20891395,0.22469287,0.13516273,0.6175869,0.06214403,0.10125035,0.042075176,0.24115157,0.112827815,0.07587863,0.23991916,0.067681886,0.10614294,0.088396706,0.22424401,0.1158977,0.033533864,0.14325796,0.09835579,0.12191002,0.20552899,0.04101177,0.05084641,0.064436495,0.043167546,0.056478925,0.103628665,0.24856348,0.08048643,0.08042528,0.123021044,0.33407193,0.16336785,0.03645534,0.09986498,0.123075366,0.22273682,0.10453643,0.21833812,0.22594471,0.24019592,0.08814598,0.07271209,0.06485204,0.08390098,0.059296846,0.19027162,0.06372784,0.13604178,0.049351405,0.20368083,0.11351086,0.06975348,0.12647848,0.14883679,0.20535797,0.11563004,0.121236704,0.14285894,0.26322487,0.10140141,0.17220347,0.035095643,0.19898508,0.20043568,0.07146611,0.08016769,0.17681961,0.22286405,0.16079363,0.19965805,0.26043537,0.1932802,0.54235655,0.07722513,0.028200615,0.11739275,0.08813843,0.30121842,0.15623787,0.16122355,0.05717959,0.05467303,0.110394165,0.13683628,0.0854212,0.27745405,0.17724736
CCC(C)CC(C)OC,0.63,True,0.6594332,0.12781563,0.10296793,0.17732225,0.09227509,0.13209023,0.14244562,0.31522375,0.11213381,0.18477172,0.11214094,0.18654467,0.10268262,0.07569725,0.19865859,0.12952104,0.12636617,0.18051255,0.14971289,0.21560682,0.08442075,0.15548608,0.12063183,0.063754104,0.106948726,0.08813828,0.21468578,0.13255769,0.22914329,0.08370802,0.19981672,0.11335714,0.07029346,0.44023836,0.08699787,0.10465347,0.46348062,0.11090361,0.13334711,0.20871101,0.05405907,0.18659656,0.052079618,0.20880571,0.13428333,0.32756478,0.67581046,0.2417238,0.5900927,0.16624384,0.30527973,0.33255032,0.122661814,0.5329281,0.05308162,0.12273923,0.11156495,0.22178431,0.12789203,0.14768185,0.6120251,0.08358227,0.10801581,0.10127772,0.36494815,0.08647275,0.14012758,0.10335375,0.124154925,0.10413321,0.09710668,0.06617878,0.21407638,0.08740936,0.0878448,0.16765676,0.36755386,0.14464498,0.08704892,0.15191776,0.15707925,0.12073369,0.18869239,0.101491004,0.17037973,0.08317056,0.38438585,0.1522109,0.28871635,0.1293939,0.38586128,0.07788653,0.14170916,0.09001633,0.095569104,0.08773843,0.12713431,0.1181983,0.16194232,0.07912483,0.17521648,0.09888135,0.0847201,0.10531415,0.09852926,0.39221394,0.09563703,0.089454636,0.20803623,0.16340068,0.1680542,0.21246561,0.082563296,0.11820516,0.2814748,0.08472462,0.08353514,0.32928035,0.19409013,0.25392407,0.12344417,0.10982055,0.15785894,0.48275203,0.07418953,0.04727812,0.108321294,0.10747367,0.20429413,0.15183163,0.30083588,0.06247803,0.083644874,0.1575979,0.15005472,0.13776496,0.3571881,0.24751979
